province_name,province_id,distrct_name,district_it,name,code,created_by,created_date,last_modified_by,last_modified_date,client_uid
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Bikita Rural Hospital,ZW08010A,admin,2021-04-07 12:00:64,admin,2021-04-07 12:00:64,15256c82-1a60-4b41-9764-7678bb7b8fee
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Chikuku Rural Hospital,ZW08010B,admin,2021-04-07 12:00:65,admin,2021-04-07 12:00:65,af60a7eb-3415-4d7e-9f7e-ab3ee1ab1e95
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Chirorwe Rural Health Centre,ZW080101,admin,2021-04-07 12:00:66,admin,2021-04-07 12:00:66,dfb705b0-e7ca-416d-94eb-cc99a7f54c99
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Chitasa Clinic,ZW080125,admin,2021-04-07 12:00:67,admin,2021-04-07 12:00:67,984b3f97-a3a0-4cb7-a168-fb78f5f77759
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Dewure I Rural Health Centre,ZW080102,admin,2021-04-07 12:00:68,admin,2021-04-07 12:00:68,8c1a24a4-f825-4ae2-bf55-678a76a677b9
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Dewure II Rural Health Centre,ZW080103,admin,2021-04-07 12:00:69,admin,2021-04-07 12:00:69,e5c219ed-bd06-4230-9d1f-1ae11f025646
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Gangare Rural Health Centre,ZW080134,admin,2021-04-07 12:00:70,admin,2021-04-07 12:00:70,4a39dde0-49b8-42a5-a735-c931d89f41f9
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Gava Rural Health Centre,ZW080135,admin,2021-04-07 12:00:71,admin,2021-04-07 12:00:71,37b8f0de-88d5-4dce-b840-a3c064117e26
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Hozvi Clinic,ZW080126,admin,2021-04-07 12:00:72,admin,2021-04-07 12:00:72,cdd41dc3-4b40-480f-a380-0813d0770383
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mandara Clinic,ZW080127,admin,2021-04-07 12:00:73,admin,2021-04-07 12:00:73,99ba2c6a-d69b-4663-8d0a-c2b145f4a206
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Marozva Clinic,ZW080128,admin,2021-04-07 12:00:74,admin,2021-04-07 12:00:74,e52c637f-93bc-4735-a6ce-547bb4a8c83f
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mashoko Mission Hospital,ZW08010C,admin,2021-04-07 12:00:75,admin,2021-04-07 12:00:75,220e281d-6d91-49d9-9e58-9038d28f8af9
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mukanga Rural Health Centre,ZW080104,admin,2021-04-07 12:00:76,admin,2021-04-07 12:00:76,2cf30459-2444-40ac-92e5-3662705ebe8a
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mukore Rural Health Centre,ZW080105,admin,2021-04-07 12:00:77,admin,2021-04-07 12:00:77,716a9f54-ae9f-433d-987e-a196db6f5ac2
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mungezi Rural Health Centre,ZW080132,admin,2021-04-07 12:00:78,admin,2021-04-07 12:00:78,7b9a5844-c8e3-4559-8949-94feb191649e
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Murwira Clinic,ZW080131,admin,2021-04-07 12:00:79,admin,2021-04-07 12:00:79,6b5f9262-6e5e-48b0-9bee-9787d21000f9
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mutikizizi Rural Health Centre,ZW080133,admin,2021-04-07 12:00:80,admin,2021-04-07 12:00:80,e928e503-7eba-4f64-bc3b-a75c30b081d2
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Muvava Clinic,ZW080108,admin,2021-04-07 12:00:81,admin,2021-04-07 12:00:81,425f466b-a6ae-468b-b1d3-39196c336358
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Negovani Clinic,ZW080130,admin,2021-04-07 12:00:82,admin,2021-04-07 12:00:82,0b787259-2ba5-42d6-84c6-b7beef9dc89c
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Ngorima Rural Health Centre,ZW080107,admin,2021-04-07 12:00:83,admin,2021-04-07 12:00:83,5bfb469d-7dd0-4c19-8fe7-1f7da04f507e
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Nyika Rural Health Centre,ZW080106,admin,2021-04-07 12:00:84,admin,2021-04-07 12:00:84,75e12757-e7e0-4b0e-9ce1-05cac77afaf3
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Odzi Clinic,ZW080129,admin,2021-04-07 12:00:85,admin,2021-04-07 12:00:85,5bb5f657-270a-42f1-a242-f189bf43c92f
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Ruponeso Clinic,ZW080195,admin,2021-04-07 12:00:86,admin,2021-04-07 12:00:86,bc6eb7f5-bd13-4c1b-bc24-eda01dd3410f
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Silveira Mission Hospital,ZW08010D,admin,2021-04-07 12:00:87,admin,2021-04-07 12:00:87,5afc771f-d87e-42cc-8734-4437e3a37230
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura Farm Health Scheme Clinic,ZW020177,admin,2021-04-07 12:00:88,admin,2021-04-07 12:00:88,948ecb01-53b8-4af6-bb3f-b8d3275b948d
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura Polyclinic,ZW020104,admin,2021-04-07 12:00:89,admin,2021-04-07 12:00:89,9215189c-f9e2-457e-8ce8-7ed75748b8c0
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura Provincial Hospital,ZW02010A,admin,2021-04-07 12:00:90,admin,2021-04-07 12:00:90,f889e9bb-234d-4aef-abed-8a36abe38ae1
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura ZNFPC Clinic,ZW020181,admin,2021-04-07 12:00:91,admin,2021-04-07 12:00:91,d826a85a-491d-4724-bc97-771fc9f2eb87
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura ZRP Clinic,ZW020105,admin,2021-04-07 12:00:92,admin,2021-04-07 12:00:92,8d3c84d8-6792-4946-a656-400b2e9cfa66
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,BUCSE Clinic,ZW0201079,admin,2021-04-07 12:00:93,admin,2021-04-07 12:00:93,0592af4b-17e4-4347-babd-638a916893e0
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chipadze Clinic,ZW020162,admin,2021-04-07 12:00:94,admin,2021-04-07 12:00:94,10312bda-ff1c-4f1c-9939-55fc1b4bf3c0
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chipindura Clinic,ZW020188,admin,2021-04-07 12:00:95,admin,2021-04-07 12:00:95,05ddb667-5828-4582-b226-c692fdb1559a
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chiriseri Clinic,ZW020145,admin,2021-04-07 12:00:96,admin,2021-04-07 12:00:96,4050da43-e52f-4c65-a154-91ca223c08ac
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chiveso Rural Health Centre,ZW020101,admin,2021-04-07 12:00:97,admin,2021-04-07 12:00:97,bce13c1b-1a34-4b9c-9df1-e8a19c94c9c5
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chiwaridzo Clinic,ZW020163,admin,2021-04-07 12:00:98,admin,2021-04-07 12:00:98,230a2829-d0e9-4cb1-bb64-019e03a9c4b5
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Foothills Clinic,ZW020178,admin,2021-04-07 12:00:99,admin,2021-04-07 12:00:99,02e4734e-4aa6-4223-913d-b94505c37a37
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Freda Rebecca Clinic,ZW020175,admin,2021-04-07 12:00:100,admin,2021-04-07 12:00:100,d4fba1fd-bce4-40df-b37f-3de63785f0e0
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Glamorgan Clinic,ZW020187,admin,2021-04-07 12:00:101,admin,2021-04-07 12:00:101,261b0fa8-618f-454a-91dd-a563b31742b3
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Hope Bindura New Start Centre,ZW020189,admin,2021-04-07 12:00:102,admin,2021-04-07 12:00:102,f313a482-8a3b-4b7b-acc4-d22f58d6705f
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Katanya Clinic,ZW020125,admin,2021-04-07 12:00:103,admin,2021-04-07 12:00:103,40f9f8a2-e30b-49ec-b8bf-a0ebefd4d7e3
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Manga Rural Health Centre,ZW020183,admin,2021-04-07 12:00:104,admin,2021-04-07 12:00:104,8b62c623-7b45-4932-9cd9-198933222684
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Manhenga Clinic,ZW020146,admin,2021-04-07 12:00:105,admin,2021-04-07 12:00:105,07af1398-34ce-4ccf-a28f-55b41d6f8d1c
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Muonwe Rural Health Centre,ZW020102,admin,2021-04-07 12:00:106,admin,2021-04-07 12:00:106,fd1af225-1dba-4ea5-80af-a89b21beae86
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Mupandira Rural Health Centre,ZW020180,admin,2021-04-07 12:00:107,admin,2021-04-07 12:00:107,3147b36e-a13d-4ff3-ba40-f5f5ab0aa7bf
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Nyava Clinic,ZW020126,admin,2021-04-07 12:00:108,admin,2021-04-07 12:00:108,55a887e7-4b68-4a30-ad68-fdc24d959a44
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Ponai Private Clinic,ZW020186,admin,2021-04-07 12:00:109,admin,2021-04-07 12:00:109,a7d836e9-4e9c-47d7-bb7a-bb42ea514874
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Rusununguko Clinic,ZW020161,admin,2021-04-07 12:00:110,admin,2021-04-07 12:00:110,a021b64a-dcf6-4e12-ab89-841d608c397a
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Rutope Clinic,ZW020182,admin,2021-04-07 12:00:111,admin,2021-04-07 12:00:111,38ef26ad-1912-4562-aa2d-7ee8bd69f51a
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Shashi Private Hospital,ZW020185,admin,2021-04-07 12:00:112,admin,2021-04-07 12:00:112,657430bd-7c2b-4778-8294-2ccf92b40bd3
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Takunda Rural Health Centre,ZW020184,admin,2021-04-07 12:00:113,admin,2021-04-07 12:00:113,5ea8ce91-931d-4e58-969d-1f09fef36834
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Trojan Nickel Clinic,ZW020176,admin,2021-04-07 12:00:114,admin,2021-04-07 12:00:114,7b223894-5865-4e07-82d7-f9b89bdc8c8c
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,ZPS Bindura Prison Clinic,ZW020103,admin,2021-04-07 12:00:115,admin,2021-04-07 12:00:115,af616363-d21e-45f9-be95-57665269d565
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Binga District Hospital,ZW05010A,admin,2021-04-07 12:00:116,admin,2021-04-07 12:00:116,81e94e0a-f866-48df-bf93-d58d325f755b
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Chinego Rural Health Centre,ZW050106,admin,2021-04-07 12:00:117,admin,2021-04-07 12:00:117,fbd5c494-496f-47a1-bdb4-99604ac9023e
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Chunga Rural Health Centre,ZW050101,admin,2021-04-07 12:00:118,admin,2021-04-07 12:00:118,bb5c0d89-b8c4-49a2-ad73-efe7b610ea2b
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Kariyangwe Mission Hospital,ZW05010C,admin,2021-04-07 12:00:119,admin,2021-04-07 12:00:119,4e02545b-52fc-4fdd-8601-f44cd64c4207
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Lubimbi Rural Health Centre,ZW050102,admin,2021-04-07 12:00:120,admin,2021-04-07 12:00:120,79b43951-ea36-4e6e-9b3c-c66af1d5c74e
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Lusulu Rural Health Centre,ZW050103,admin,2021-04-07 12:00:121,admin,2021-04-07 12:00:121,eb8bd3e4-2971-4d54-9ac8-fe61a21db812
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Muchesu Rural Health Centre,ZW050104,admin,2021-04-07 12:00:122,admin,2021-04-07 12:00:122,23ab0111-e379-4f0b-92f1-eaf9b5e6fc75
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Pashu Clinic,ZW050125,admin,2021-04-07 12:00:123,admin,2021-04-07 12:00:123,4058e4ff-bd9a-4c23-bab1-3430fd4800c2
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siabuwa Rural Hospital,ZW05010B,admin,2021-04-07 12:00:124,admin,2021-04-07 12:00:124,aec4faf4-b647-463f-81c0-a035386d6c9d
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siabuzuba Satelite Rural Health Centre,ZW050109,admin,2021-04-07 12:00:125,admin,2021-04-07 12:00:125,7780bc2f-8dd6-4c5c-b07f-99080c8d9a22
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siadindi Rural Health Centre,ZW050108,admin,2021-04-07 12:00:126,admin,2021-04-07 12:00:126,95f4938d-0c63-49ba-8cb9-339c13d8a4b6
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siansundu Rural Health Centre,ZW050105,admin,2021-04-07 12:00:127,admin,2021-04-07 12:00:127,5010ccee-578a-4575-953b-53133c135e2c
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Simatelele Rural Health Centre,ZW050107,admin,2021-04-07 12:00:128,admin,2021-04-07 12:00:128,3575997a-d84e-449e-bd85-bcac56a1f84c
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Sinakoma Clinic,ZW050127,admin,2021-04-07 12:00:129,admin,2021-04-07 12:00:129,7a46d830-906b-4e93-9acd-68d9d7e202ba
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Sinansengwe Clinic,ZW050128,admin,2021-04-07 12:00:130,admin,2021-04-07 12:00:130,4cfcb6bd-05ba-44cc-a163-b91f7de18bfe
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Tinde Clinic,ZW050126,admin,2021-04-07 12:00:131,admin,2021-04-07 12:00:131,3a1e7bc5-2992-408b-be07-c091ee0a1b60
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,ZPS Binga Prison Clinic,ZW050110,admin,2021-04-07 12:00:132,admin,2021-04-07 12:00:132,729de6b8-a2df-4c0e-ba9d-9ac66d2f0a0f
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Balanda Clinic,ZW050227,admin,2021-04-07 12:00:133,admin,2021-04-07 12:00:133,2c40418c-79d3-42b5-8681-18382fba9e36
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Inyathi District Hospital,ZW05020A,admin,2021-04-07 12:00:134,admin,2021-04-07 12:00:134,965b9f18-30fa-4c01-9955-ee11e4fe1e18
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Isabella Mine Clinic,ZW050256,admin,2021-04-07 12:00:135,admin,2021-04-07 12:00:135,d5642d03-5db6-4004-ae95-7dc1fa1771b7
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Kenilworth Clinic,ZW050231,admin,2021-04-07 12:00:136,admin,2021-04-07 12:00:136,503ea7a5-b789-4578-8833-532594fab2dd
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Lukala Rural Health Centre,ZW050201,admin,2021-04-07 12:00:137,admin,2021-04-07 12:00:137,13150fd1-9d28-447f-8a87-23fd403aa95d
