province_name,province_id,distrct_name,district_it,name,code,created_by,created_date,last_modified_by,last_modified_date,client_uid
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Makakabule Clinic,ZW060176,admin,2021-04-07 12:00:52,admin,2021-04-07 12:00:52,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Makombe Clinic,ZW060178,admin,2021-04-07 12:00:53,admin,2021-04-07 12:00:53,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Masera Clinic,ZW060127,admin,2021-04-07 12:00:54,admin,2021-04-07 12:00:54,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Nottingham Rural Health Centre,ZW060109,admin,2021-04-07 12:00:55,admin,2021-04-07 12:00:55,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Shabwe Rural Health Centre,ZW060106,admin,2021-04-07 12:00:56,admin,2021-04-07 12:00:56,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Shashe Clinic,ZW060129,admin,2021-04-07 12:00:57,admin,2021-04-07 12:00:57,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Swereki Clinic,ZW060128,admin,2021-04-07 12:00:58,admin,2021-04-07 12:00:58,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Tongwe Clinic,ZW060130,admin,2021-04-07 12:00:59,admin,2021-04-07 12:00:59,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,Zezani Clinic,ZW060131,admin,2021-04-07 12:00:60,admin,2021-04-07 12:00:60,
Matabeleland South ,ce996046-d27c-4349-badb-beaf925d9b98,Beitbridge ,fe0e408d-a186-45ac-a4ea-7479e856e38c,ZPS Beitbridge Prison Clinic,ZW060105,admin,2021-04-07 12:00:61,admin,2021-04-07 12:00:61,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Bikita Epi Mobile,ZW080120,admin,2021-04-07 12:00:62,admin,2021-04-07 12:00:62,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Bikita Minerals Clinic,ZW080176,admin,2021-04-07 12:00:63,admin,2021-04-07 12:00:63,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Bikita Rural Hospital,ZW08010A,admin,2021-04-07 12:00:64,admin,2021-04-07 12:00:64,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Chikuku Rural Hospital,ZW08010B,admin,2021-04-07 12:00:65,admin,2021-04-07 12:00:65,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Chirorwe Rural Health Centre,ZW080101,admin,2021-04-07 12:00:66,admin,2021-04-07 12:00:66,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Chitasa Clinic,ZW080125,admin,2021-04-07 12:00:67,admin,2021-04-07 12:00:67,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Dewure I Rural Health Centre,ZW080102,admin,2021-04-07 12:00:68,admin,2021-04-07 12:00:68,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Dewure II Rural Health Centre,ZW080103,admin,2021-04-07 12:00:69,admin,2021-04-07 12:00:69,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Gangare Rural Health Centre,ZW080134,admin,2021-04-07 12:00:70,admin,2021-04-07 12:00:70,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Gava Rural Health Centre,ZW080135,admin,2021-04-07 12:00:71,admin,2021-04-07 12:00:71,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Hozvi Clinic,ZW080126,admin,2021-04-07 12:00:72,admin,2021-04-07 12:00:72,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mandara Clinic,ZW080127,admin,2021-04-07 12:00:73,admin,2021-04-07 12:00:73,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Marozva Clinic,ZW080128,admin,2021-04-07 12:00:74,admin,2021-04-07 12:00:74,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mashoko Mission Hospital,ZW08010C,admin,2021-04-07 12:00:75,admin,2021-04-07 12:00:75,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mukanga Rural Health Centre,ZW080104,admin,2021-04-07 12:00:76,admin,2021-04-07 12:00:76,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mukore Rural Health Centre,ZW080105,admin,2021-04-07 12:00:77,admin,2021-04-07 12:00:77,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mungezi Rural Health Centre,ZW080132,admin,2021-04-07 12:00:78,admin,2021-04-07 12:00:78,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Murwira Clinic,ZW080131,admin,2021-04-07 12:00:79,admin,2021-04-07 12:00:79,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Mutikizizi Rural Health Centre,ZW080133,admin,2021-04-07 12:00:80,admin,2021-04-07 12:00:80,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Muvava Clinic,ZW080108,admin,2021-04-07 12:00:81,admin,2021-04-07 12:00:81,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Negovani Clinic,ZW080130,admin,2021-04-07 12:00:82,admin,2021-04-07 12:00:82,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Ngorima Rural Health Centre,ZW080107,admin,2021-04-07 12:00:83,admin,2021-04-07 12:00:83,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Nyika Rural Health Centre,ZW080106,admin,2021-04-07 12:00:84,admin,2021-04-07 12:00:84,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Odzi Clinic,ZW080129,admin,2021-04-07 12:00:85,admin,2021-04-07 12:00:85,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Ruponeso Clinic,ZW080195,admin,2021-04-07 12:00:86,admin,2021-04-07 12:00:86,
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Bikita ,6284e10c-52ac-4ba6-9af2-49054deced5f,Silveira Mission Hospital,ZW08010D,admin,2021-04-07 12:00:87,admin,2021-04-07 12:00:87,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura Farm Health Scheme Clinic,ZW020177,admin,2021-04-07 12:00:88,admin,2021-04-07 12:00:88,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura Polyclinic,ZW020104,admin,2021-04-07 12:00:89,admin,2021-04-07 12:00:89,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura Provincial Hospital,ZW02010A,admin,2021-04-07 12:00:90,admin,2021-04-07 12:00:90,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura ZNFPC Clinic,ZW020181,admin,2021-04-07 12:00:91,admin,2021-04-07 12:00:91,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Bindura ZRP Clinic,ZW020105,admin,2021-04-07 12:00:92,admin,2021-04-07 12:00:92,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,BUCSE Clinic,ZW0201079,admin,2021-04-07 12:00:93,admin,2021-04-07 12:00:93,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chipadze Clinic,ZW020162,admin,2021-04-07 12:00:94,admin,2021-04-07 12:00:94,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chipindura Clinic,ZW020188,admin,2021-04-07 12:00:95,admin,2021-04-07 12:00:95,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chiriseri Clinic,ZW020145,admin,2021-04-07 12:00:96,admin,2021-04-07 12:00:96,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chiveso Rural Health Centre,ZW020101,admin,2021-04-07 12:00:97,admin,2021-04-07 12:00:97,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Chiwaridzo Clinic,ZW020163,admin,2021-04-07 12:00:98,admin,2021-04-07 12:00:98,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Foothills Clinic,ZW020178,admin,2021-04-07 12:00:99,admin,2021-04-07 12:00:99,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Freda Rebecca Clinic,ZW020175,admin,2021-04-07 12:00:100,admin,2021-04-07 12:00:100,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Glamorgan Clinic,ZW020187,admin,2021-04-07 12:00:101,admin,2021-04-07 12:00:101,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Hope Bindura New Start Centre,ZW020189,admin,2021-04-07 12:00:102,admin,2021-04-07 12:00:102,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Katanya Clinic,ZW020125,admin,2021-04-07 12:00:103,admin,2021-04-07 12:00:103,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Manga Rural Health Centre,ZW020183,admin,2021-04-07 12:00:104,admin,2021-04-07 12:00:104,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Manhenga Clinic,ZW020146,admin,2021-04-07 12:00:105,admin,2021-04-07 12:00:105,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Muonwe Rural Health Centre,ZW020102,admin,2021-04-07 12:00:106,admin,2021-04-07 12:00:106,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Mupandira Rural Health Centre,ZW020180,admin,2021-04-07 12:00:107,admin,2021-04-07 12:00:107,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Nyava Clinic,ZW020126,admin,2021-04-07 12:00:108,admin,2021-04-07 12:00:108,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Ponai Private Clinic,ZW020186,admin,2021-04-07 12:00:109,admin,2021-04-07 12:00:109,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Rusununguko Clinic,ZW020161,admin,2021-04-07 12:00:110,admin,2021-04-07 12:00:110,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Rutope Clinic,ZW020182,admin,2021-04-07 12:00:111,admin,2021-04-07 12:00:111,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Shashi Private Hospital,ZW020185,admin,2021-04-07 12:00:112,admin,2021-04-07 12:00:112,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Takunda Rural Health Centre,ZW020184,admin,2021-04-07 12:00:113,admin,2021-04-07 12:00:113,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,Trojan Nickel Clinic,ZW020176,admin,2021-04-07 12:00:114,admin,2021-04-07 12:00:114,
Mashonaland Central ,b2c39cab-08e8-40e7-8e66-ac640b0b7b24,Bindura ,82b1132f-0294-4692-82af-3ac28dab264e,ZPS Bindura Prison Clinic,ZW020103,admin,2021-04-07 12:00:115,admin,2021-04-07 12:00:115,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Binga District Hospital,ZW05010A,admin,2021-04-07 12:00:116,admin,2021-04-07 12:00:116,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Chinego Rural Health Centre,ZW050106,admin,2021-04-07 12:00:117,admin,2021-04-07 12:00:117,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Chunga Rural Health Centre,ZW050101,admin,2021-04-07 12:00:118,admin,2021-04-07 12:00:118,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Kariyangwe Mission Hospital,ZW05010C,admin,2021-04-07 12:00:119,admin,2021-04-07 12:00:119,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Lubimbi Rural Health Centre,ZW050102,admin,2021-04-07 12:00:120,admin,2021-04-07 12:00:120,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Lusulu Rural Health Centre,ZW050103,admin,2021-04-07 12:00:121,admin,2021-04-07 12:00:121,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Muchesu Rural Health Centre,ZW050104,admin,2021-04-07 12:00:122,admin,2021-04-07 12:00:122,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Pashu Clinic,ZW050125,admin,2021-04-07 12:00:123,admin,2021-04-07 12:00:123,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siabuwa Rural Hospital,ZW05010B,admin,2021-04-07 12:00:124,admin,2021-04-07 12:00:124,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siabuzuba Satelite Rural Health Centre,ZW050109,admin,2021-04-07 12:00:125,admin,2021-04-07 12:00:125,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siadindi Rural Health Centre,ZW050108,admin,2021-04-07 12:00:126,admin,2021-04-07 12:00:126,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Siansundu Rural Health Centre,ZW050105,admin,2021-04-07 12:00:127,admin,2021-04-07 12:00:127,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Simatelele Rural Health Centre,ZW050107,admin,2021-04-07 12:00:128,admin,2021-04-07 12:00:128,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Sinakoma Clinic,ZW050127,admin,2021-04-07 12:00:129,admin,2021-04-07 12:00:129,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Sinansengwe Clinic,ZW050128,admin,2021-04-07 12:00:130,admin,2021-04-07 12:00:130,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,Tinde Clinic,ZW050126,admin,2021-04-07 12:00:131,admin,2021-04-07 12:00:131,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Binga ,77491158-6b2f-46c3-8813-44fcd2c60307,ZPS Binga Prison Clinic,ZW050110,admin,2021-04-07 12:00:132,admin,2021-04-07 12:00:132,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Balanda Clinic,ZW050227,admin,2021-04-07 12:00:133,admin,2021-04-07 12:00:133,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Inyathi District Hospital,ZW05020A,admin,2021-04-07 12:00:134,admin,2021-04-07 12:00:134,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Isabella Mine Clinic,ZW050256,admin,2021-04-07 12:00:135,admin,2021-04-07 12:00:135,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Kenilworth Clinic,ZW050231,admin,2021-04-07 12:00:136,admin,2021-04-07 12:00:136,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Lukala Rural Health Centre,ZW050201,admin,2021-04-07 12:00:137,admin,2021-04-07 12:00:137,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Majiji Clinic,ZW050228,admin,2021-04-07 12:00:138,admin,2021-04-07 12:00:138,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Mdutshane Rural Health Centre,ZW050230,admin,2021-04-07 12:00:139,admin,2021-04-07 12:00:139,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Membeswana Rural Health Centre,ZW050202,admin,2021-04-07 12:00:140,admin,2021-04-07 12:00:140,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Raafs Rural Health Centre,ZW050203,admin,2021-04-07 12:00:141,admin,2021-04-07 12:00:141,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Siganda Clinic,ZW050226,admin,2021-04-07 12:00:142,admin,2021-04-07 12:00:142,
Matabeleland North ,a5af845d-e14a-43a1-8337-f9d533941f0f,Bubi ,a40827de-6ed0-4f17-9490-98a3460ae6e2,Turk Mine Clinic,ZW050257,admin,2021-04-07 12:00:143,admin,2021-04-07 12:00:143,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Bangure Clinic,ZW010125,admin,2021-04-07 12:00:144,admin,2021-04-07 12:00:144,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Berenyazvizvi Clinic,ZW010101,admin,2021-04-07 12:00:145,admin,2021-04-07 12:00:145,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Betera Rural Health Centre,ZW010102,admin,2021-04-07 12:00:146,admin,2021-04-07 12:00:146,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Birchenough Bridge Hospital,ZW01010B,admin,2021-04-07 12:00:147,admin,2021-04-07 12:00:147,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Buhera Rural Hospital,ZW01010A,admin,2021-04-07 12:00:148,admin,2021-04-07 12:00:148,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chabata Clinic,ZW010126,admin,2021-04-07 12:00:149,admin,2021-04-07 12:00:149,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chapanduka Clinic,ZW010127,admin,2021-04-07 12:00:150,admin,2021-04-07 12:00:150,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chapwanya Clinic,ZW010128,admin,2021-04-07 12:00:151,admin,2021-04-07 12:00:151,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chawatama RHC,ZW010115,admin,2021-04-07 12:00:152,admin,2021-04-07 12:00:152,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chimbudzi Clinic,ZW010116,admin,2021-04-07 12:00:153,admin,2021-04-07 12:00:153,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chirozva Clinic,ZW010129,admin,2021-04-07 12:00:154,admin,2021-04-07 12:00:154,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chiwenga Clinic,ZW010130,admin,2021-04-07 12:00:155,admin,2021-04-07 12:00:155,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Chiwese Clinic,ZW010131,admin,2021-04-07 12:00:156,admin,2021-04-07 12:00:156,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Dorowa Clinic,ZW010179,admin,2021-04-07 12:00:157,admin,2021-04-07 12:00:157,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Garamwera Clinic,ZW010132,admin,2021-04-07 12:00:158,admin,2021-04-07 12:00:158,
Manicaland ,094590a7-1588-478f-859f-318a8789af98,Buhera ,66f4595e-424a-442b-ae76-248ddd432d9f,Gombe Clinic,ZW010133,admin,2021-04-07 12:00:159,admin,2021-04-07 12:00:159,
