FullName,Client Name,Client Province,Client District,ClientID,EmailAddress,MobilePhone,HomePhone,BusinessPhone,ConsentSMS,Status,Client Phone,Client EmailAddress,Client CCEmails,Client Status
Sister in charge,Mashambanhaka Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030332,,,,263774160709.0,,active,263774160709.0,,,active
Sister in charge,Nhakiwa Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030333,,,,263774160737.0,,active,263774160737.0,,,active
Sister in charge,Nyakasoro Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030334,,,,263774160785.0,,active,263774160785.0,,,active
Sister in charge,Nyanzou Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030336,,,,263774160831.0,,active,263774160831.0,,,active
Sister in charge,Muskwe Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030337,,,,263774160806.0,,active,263774160806.0,,,active
Sister in charge,Dewe Council Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030338,,,,263774160845.0,,active,263774160845.0,,,active
Sister in charge,Dindi Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030391,,,,263774160780.0,,active,263774160780.0,,,active
Sister in charge,Garaba Rural Health Centre,Mashonaland East,Hwedza,ZW030401,,,,263774159878.0,,active,263774159878.0,,,active
Sister in charge,Goneso Rural Health Centre,Mashonaland East,Hwedza,ZW030402,,,,263774159893.0,,active,263774159893.0,,,active
Sister in charge,GOTO,Mashonaland East,Hwedza,ZW030403,,,,263774159894.0,,active,263774159894.0,,,active
Sister in charge,Sengezi Rural Health Centre,Mashonaland East,Hwedza,ZW030405,,,,263774159895.0,,active,263774159895.0,,,active
Sister in charge,Gotora/Skimpton Clinic,Mashonaland East,Hwedza,ZW030406,,,,263774159918.0,,active,263774159918.0,,,active
Sister in charge,Idube Clinic,Mashonaland East,Hwedza,ZW030407,,,,263774159919.0,,active,263774159919.0,,,active
Sister in charge,Sango Clinic,Mashonaland East,Hwedza,ZW030408,,,,263774159923.0,,active,263774159923.0,,,active
Sister in charge,Wedza Rural Hospital,Mashonaland East,Hwedza,ZW03040A,,,,263783280031.0,,active,263783280031.0,,,active
Sister in charge,Mt St Mary's Hospital,Mashonaland East,Hwedza,ZW03040B,,,,263783280030.0,,active,263783280030.0,,,active
Sister in charge,Chigondo Clinic,Mashonaland East,Hwedza,ZW030425,,,,263774159927.0,,active,263774159927.0,,,active
Sister in charge,Mukamba Clinic,Mashonaland East,Hwedza,ZW030427,,,,263774148008.0,,active,263774159934.0,,,active
Sister in charge,Mukamba Clinic,Mashonaland East,Hwedza,ZW030427,,,,263774159934.0,,active,263774159934.0,,,active
Sister in charge,Chikurumadziva Clinic,Mashonaland East,Hwedza,ZW030445,,,,263774159935.0,,active,263774159935.0,,,active
Sister in charge,Makarara Clinic,Mashonaland East,Hwedza,ZW030446,,,,263774159968.0,,active,263774159968.0,,,active
Sister in charge,Zviduri Clinic,Mashonaland East,Hwedza,ZW030447,,,,263774159971.0,,active,263774159971.0,,,active
Sister in charge,Border Church Rural Health Centre,Mashonaland East,Marondera,ZW030501,,,,263774160851.0,,active,263774160851.0,,,active
Sister in charge,Chimbwanda Rural Health Centre,Mashonaland East,Marondera,ZW030502,,,,263774160934.0,,active,263774160934.0,,,active
Sister in charge,Dimbiti Rural Health Centre,Mashonaland East,Marondera,ZW030503,,,,263774160882.0,,active,263774160882.0,,,active
Sister in charge,Kushinga Phikhelela Clinic,Mashonaland East,Marondera,ZW030504,,,,263774160901.0,,active,263774160901.0,,,active
Sister in charge,Mudzimurema Rural Health Centre,Mashonaland East,Marondera,ZW030505,,,,263774160921.0,,active,263774160921.0,,,active
Sister in charge,Wenimbe Rural Health Centre,Mashonaland East,Marondera,ZW030506,,,,263774160886.0,,active,263774160886.0,,,active
Sister in charge,Marondera Provincial Hospital,Mashonaland East,Marondera,ZW03050A,,,,263783279353.0,,active,263783279353.0,,,active
Sister in charge,Chiota Rural Hospital,Mashonaland East,Marondera,ZW03050B,,,,263774160866.0,,active,263774160866.0,,,active
Sister in charge,St Thomas Prison Clinic,Mashonaland East,Marondera,ZW030511,,,,263783280015.0,,active,263783280015.0,,,active
Sister in charge,Marondera ZRP Clinic,Mashonaland East,Marondera,ZW030512,,,,263783280014.0,,active,263783280014.0,,,active
Sister in charge,Ridigita Prison Clinic,Mashonaland East,Marondera,ZW030513,,,,263783283084.0,,active,263783283084.0,,,active
Sister in charge,Masikana Clinic,Mashonaland East,Marondera,ZW030525,,,,263774160902.0,,active,263774160902.0,,,active
Sister in charge,Marondera Rural District Council Clinic,Mashonaland East,Marondera,ZW030528,,,,263783280016.0,,active,263783280016.0,,,active
Sister in charge,Chipararwe Clinic,Mashonaland East,Marondera,ZW030529,,,,263774160887.0,,active,263774160887.0,,,active
Sister in charge,Igava Clinic,Mashonaland East,Marondera,ZW030545,,,,263774160883.0,,active,263774160883.0,,,active
Sister in charge,Dombotombo Clinic,Mashonaland East,Marondera,ZW030561,,,,263783283081.0,,active,263783283081.0,,,active
Sister in charge,Nyameni Clinic,Mashonaland East,Marondera,ZW030562,,,,263783280024.0,,active,263783280024.0,,,active
Sister in charge,Nyembanzvere Clinic,Mashonaland East,Marondera,ZW030563,,,,263774160928.0,,active,263774160928.0,,,active
Sister in charge,Lustleigh Council Clinic,Mashonaland East,Marondera,ZW030564,,,,263774160940.0,,active,263774160940.0,,,active
Sister in charge,Waddilove School Clinic,Mashonaland East,Marondera,ZW030586,,,,263774160953.0,,active,263774160953.0,,,active
Sister in charge,Chimukoko Rural Health Centre,Mashonaland East,Mudzi,ZW030601,,,,263774159982.0,,active,263774159982.0,,,active
Sister in charge,Chiunye Rural Health Centre,Mashonaland East,Mudzi,ZW030602,,,,263774159990.0,,active,263774159990.0,,,active
Sister in charge,Gozi Rural Health Centre,Mashonaland East,Mudzi,ZW030603,,,,263774159995.0,,active,263774159995.0,,,active
Sister in charge,Kondo Rural Health Centre,Mashonaland East,Mudzi,ZW030604,,,,263774160033.0,,active,263774160033.0,,,active
Sister in charge,Makaha Rural Health Centre,Mashonaland East,Mudzi,ZW030605,,,,263774160065.0,,active,263774160065.0,,,active
Sister in charge,Masarakufa Rural Health Centre,Mashonaland East,Mudzi,ZW030606,,,,263774160079.0,,active,263774160079.0,,,active
Sister in charge,Nyamanyora Rural Health Centre,Mashonaland East,Mudzi,ZW030607,,,,263774160105.0,,active,263774160105.0,,,active
Sister in charge,Kotwa District Hospital,Mashonaland East,Mudzi,ZW03060A,,,,263783279354.0,,active,263783279354.0,,,active
Sister in charge,St Pius Clinic,Mashonaland East,Mudzi,ZW030625,,,,263774160062.0,,active,263774160062.0,,,active
Sister in charge,Kapotesa Clinic,Mashonaland East,Mudzi,ZW030626,,,,263774160003.0,,active,263774160003.0,,,active
Sister in charge,Kotwa Clinic,Mashonaland East,Mudzi,ZW030627,,,,263774160162.0,,active,263774160162.0,,,active
Sister in charge,Masenda Clinic,Mashonaland East,Mudzi,ZW030628,,,,263774160092.0,,active,263774160092.0,,,active
Sister in charge,Nyamapanda Clinic,Mashonaland East,Mudzi,ZW030629,,,,263774160124.0,,active,263774160124.0,,,active
Sister in charge,Nyamatawa Clinic,Mashonaland East,Mudzi,ZW030630,,,,263774160134.0,,active,263774160134.0,,,active
Sister in charge,Nyamukoho Clinic,Mashonaland East,Mudzi,ZW030631,,,,263774160139.0,,active,263774160139.0,,,active
Sister in charge,Shinda Clinic,Mashonaland East,Mudzi,ZW030632,,,,263783280035.0,,active,263783280035.0,,,active
Sister in charge,Suswe Clinic,Mashonaland East,Mudzi,ZW030633,,,,263774160164.0,,active,263774160164.0,,,active
Sister in charge,Chisvo Clinic,Mashonaland East,Mudzi,ZW030634,,,,263783280040.0,,active,263783280040.0,,,active
Sister in charge,Chikwizo Clinic,Mashonaland East,Mudzi,ZW030691,,,,263774159973.0,,active,263774159973.0,,,active
Sister in charge,Dendera Clinic,Mashonaland East,Mudzi,ZW030692,,,,263774159993.0,,active,263774159993.0,,,active
Sister in charge,Nyahuku Clinic,Mashonaland East,Mudzi,ZW030693,,,,263783280037.0,,active,263783280037.0,,,active
Sister in charge,Chitate Rural Health Centre,Mashonaland East,Murewa,ZW030701,,,,263774160172.0,,active,263774160172.0,,,active
Sister in charge,Jekwa Rural Health Centre,Mashonaland East,Murewa,ZW030703,,,,263774160218.0,,active,263774160218.0,,,active
Sister in charge,Kadenge Rural Health Centre,Mashonaland East,Murewa,ZW030704,,,,263774160219.0,,active,263774160219.0,,,active
Sister in charge,Madamombe Rural Health Centre,Mashonaland East,Murewa,ZW030705,,,,263774160227.0,,active,263774160227.0,,,active
Sister in charge,Munamba Rural Health Centre,Mashonaland East,Murewa,ZW030706,,,,263774160232.0,,active,263774160232.0,,,active
Sister in charge,Murehwa ZRP Clinic,Mashonaland East,Murewa,ZW030707,,,,263774160331.0,,active,263774160331.0,,,active
Sister in charge,Murewa ZPS Clinic,Mashonaland East,Murewa,ZW030708,,,,263774160265.0,,active,263774160265.0,,,active
Sister in charge,Murehwa District Hospital,Mashonaland East,Murewa,ZW03070A,,,,263783279350.0,,active,263783279350.0,,,active
Sister in charge,St Paul's Musami Mission Hospital,Mashonaland East,Murewa,ZW03070B,,,,263774160293.0,,active,263774160293.0,,,active
Sister in charge,Nhowe Mission Hospital,Mashonaland East,Murewa,ZW03070C,,,,263774160263.0,,active,263774160263.0,,,active
Sister in charge,Murewa Polyclinic,Mashonaland East,Murewa,ZW030722,,,,263774160262.0,,active,263774160262.0,,,active
Sister in charge,Chitowa 1 Clinic,Mashonaland East,Murewa,ZW030723,,,,263774160173.0,,active,263774160173.0,,,active
Sister in charge,Chitowa 2 Clinic,Mashonaland East,Murewa,ZW030724,,,,263774160176.0,,active,263774160176.0,,,active
Sister in charge,Dandara Rural Health Centre,Mashonaland East,Murewa,ZW030725,,,,263774160191.0,,active,263774160191.0,,,active
Sister in charge,Dombwe Rural Health Centre,Mashonaland East,Murewa,ZW030726,,,,263774160209.0,,active,263774160209.0,,,active
Sister in charge,Kadzere Rural Health Centre,Mashonaland East,Murewa,ZW030727,,,,263774160220.0,,active,263774160220.0,,,active
Sister in charge,Nyamutumbu Rural Health Centre,Mashonaland East,Murewa,ZW030728,,,,263774160264.0,,active,263774160264.0,,,active
Sister in charge,Shambamuto Rural Health Centre,Mashonaland East,Murewa,ZW030729,,,,263774160290.0,,active,263774160290.0,,,active
Sister in charge,Craiglea Clinic,Mashonaland East,Murewa,ZW030730,,,,263774160186.0,,active,263774160186.0,,,active
Sister in charge,Matututu Clinic,Mashonaland East,Murewa,ZW030731,,,,263774160341.0,,active,263774160341.0,,,active
Sister in charge,Ngwerume Rural Health Centre,Mashonaland East,Murewa,ZW030732,,,,263774160474.0,,active,263774160474.0,,,active
Sister in charge,Macheke Clinic,Mashonaland East,Murewa,ZW030745,,,,263774160221.0,,active,263774160221.0,,,active
Sister in charge,Virginia Clinic,Mashonaland East,Murewa,ZW030746,,,,263774160346.0,,active,263774160346.0,,,active
Sister in charge,Waterloo Clinic,Mashonaland East,Murewa,ZW030747,,,,263774160311.0,,active,263774160311.0,,,active
Sister in charge,Welcome Home Rural Health Centre,Mashonaland East,Murewa,ZW030748,,,,263774160376.0,,active,263774160376.0,,,active
Sister in charge,Kambarami Rural Health Centre,Mashonaland East,Murewa,ZW030749,,,,263774160379.0,,active,263774160379.0,,,active
Sister in charge,Muchinjike Rural Health Centre,Mashonaland East,Murewa,ZW030750,,,,263774160391.0,,active,263774160391.0,,,active
Sister in charge,Nehoreka Pvt Clinic,Mashonaland East,Murewa,ZW030771,,,,263774160401.0,,active,263774160401.0,,,active
Sister in charge,Goso Rural Health Centre,Mashonaland East,Murewa,ZW030772,,,,263774160443.0,,active,263774160443.0,,,active
Sister in charge,Hoyuyu I Rural Health Centre,Mashonaland East,Mutoko,ZW030801,,,,263774160516.0,,active,263774160516.0,,,active
Sister in charge,Hoyuyu II Rural Health Centre,Mashonaland East,Mutoko,ZW030802,,,,263774160517.0,,active,263774160517.0,,,active
Sister in charge,Kapondoro Rural Health Centre,Mashonaland East,Mutoko,ZW030803,,,,263774160518.0,,active,263774160518.0,,,active
Sister in charge,Katsukunya Rural Health Centre,Mashonaland East,Mutoko,ZW030804,,,,263774160528.0,,active,263774160528.0,,,active
Sister in charge,Kawere Rural Health Centre,Mashonaland East,Mutoko,ZW030805,,,,263774160531.0,,active,263774160531.0,,,active
Sister in charge,Mushimbo Rural Health Centre,Mashonaland East,Mutoko,ZW030806,,,,263774160566.0,,active,263774160566.0,,,active
Sister in charge,Nyamuzizi Rural Health Centre,Mashonaland East,Mutoko,ZW030807,,,,263774160567.0,,active,263774160567.0,,,active
Sister in charge,Nyadiri Rural Health Centre,Mashonaland East,Mutoko,ZW030808,,,,263774160571.0,,active,263774160571.0,,,active
Sister in charge,Kushinga Rural Health Centre,Mashonaland East,Mutoko,ZW030809,,,,263774160576.0,,active,263774160576.0,,,active
Sister in charge,Mutoko District Hospital,Mashonaland East,Mutoko,ZW03080A,,,,263783279349.0,,active,263783279349.0,,,active
Sister in charge,Nyamuzuwe Rural Hospital,Mashonaland East,Mutoko,ZW03080B,,,,263774160480.0,,active,263774160480.0,,,active
Sister in charge,Makosa Rural Hospital,Mashonaland East,Mutoko,ZW03080C,,,,263774160491.0,,active,263774160491.0,,,active
Sister in charge,Nyadiri Mission Hospital,Mashonaland East,Mutoko,ZW03080D,,,,263774160495.0,,active,263774160495.0,,,active
Sister in charge,Luisa Guidotti Mission Hospital,Mashonaland East,Mutoko,ZW03080E,,,,263774160504.0,,active,263774160504.0,,,active
Sister in charge,Nzira Rural Health Centre,Mashonaland East,Mutoko,ZW030810,,,,263774160582.0,,active,263774160582.0,,,active
Sister in charge,Mutoko Prison Clinic,Mashonaland East,Mutoko,ZW030811,,,,263783280023.0,,active,263783280023.0,,,active
Sister in charge,Chikondoma Clinic,Mashonaland East,Mutoko,ZW030812,,,,263774160587.0,,active,263774160587.0,,,active
Sister in charge,Chidye Clinic,Mashonaland East,Mutoko,ZW030814,,,,263774160591.0,,active,263774160591.0,,,active
Sister in charge,Madimutsa Clinic,Mashonaland East,Mutoko,ZW030815,,,,263774160617.0,,active,263774160617.0,,,active
Sister in charge,Charehwa Clinic,Mashonaland East,Mutoko,ZW030825,,,,263774160665.0,,active,263774160665.0,,,active
Sister in charge,Matedza Clinic,Mashonaland East,Mutoko,ZW030826,,,,263774160677.0,,active,263774160677.0,,,active
Sister in charge,Mother of Peace Clinic,Mashonaland East,Mutoko,ZW030827,,,,263774160678.0,,active,263774160678.0,,,active
Sister in charge,Mutemwa Leprosy Settlement Clinic,Mashonaland East,Mutoko,ZW030861,,,,263774160686.0,,active,263774160686.0,,,active
Sister in charge,Chindenga Clinic,Mashonaland East,Mutoko,ZW030891,,,,263774160689.0,,active,263774160689.0,,,active
Sister in charge,Kowo Clinic,Mashonaland East,Mutoko,ZW030898,,,,263774160694.0,,active,263774160694.0,,,active
Sister in charge,Kawazva Clinic,Mashonaland East,Mutoko,ZW030899,,,,263774160588.0,,active,263774160588.0,,,active
Sister in charge,Acton Reynolds Rural Health Centre,Mashonaland East,Seke,ZW030901,,,,263774160959.0,,active,263774160959.0,,,active
Sister in charge,Zhakata Rural Health Centre,Mashonaland East,Seke,ZW030902,,,,263774160980.0,,active,263774160980.0,,,active
Sister in charge,ZRP Chitungwiza Camp Clinic,Harare,Chitungwiza Urban,ZW030903,,,,263783285064.0,,active,263783285064.0,,,active
Sister in charge,Ringa Rural Health Centre,Mashonaland East,Seke,ZW030904,,,,263774160982.0,,active,263774160982.0,,,active
Sister in charge,Masasa Rural Health Centre,Mashonaland East,Seke,ZW030905,,,,263774160989.0,,active,263774160989.0,,,active
Sister in charge,Beatrice Rural Hospital,Mashonaland East,Seke,ZW03090A,,,,263783280011.0,,active,263783280011.0,,,active
Sister in charge,Kunaka Hospital,Mashonaland East,Seke,ZW03090B,,,,263774160957.0,,active,263774160957.0,,,active
Sister in charge,Charakupa Clinic,Mashonaland East,Seke,ZW030921,,,,263774161005.0,,active,263774161005.0,,,active
Sister in charge,Jonasi Clinic,Mashonaland East,Seke,ZW030922,,,,263774161025.0,,active,263774161025.0,,,active
Sister in charge,Makanyazingwa Clinic,Mashonaland East,Seke,ZW030923,,,,263774161032.0,,active,263774161032.0,,,active
Sister in charge,Marirangwe Clinic,Mashonaland East,Seke,ZW030924,,,,263774161034.0,,active,263774161034.0,,,active
Sister in charge,Muda Clinic,Mashonaland East,Seke,ZW030925,,,,263774161038.0,,active,263774161038.0,,,active
Sister in charge,Epworth Poly Clinic,Mashonaland East,Seke,ZW030926,,,,263771120245.0,,active,263771120245.0,,,active
Sister in charge,Derbyshire Clinic,Mashonaland East,Seke,ZW030983,,,,263774161061.0,,active,263774161061.0,,,active
Sister in charge,Lanark Clinic,Mashonaland East,Seke,ZW030984,,,,263774161069.0,,active,263774161069.0,,,active
Sister in charge,Epworth Mission Clinic,Mashonaland East,Seke,ZW030990,,,,263779557419.0,,active,263779557419.0,,,active
Sister in Charge,Gora Rural Health Centre,Mashonaland West,Chegutu,ZW040102,,263771496066.0,,263774161128.0,True,active,263774161128.0,,,active
Sister in Charge,Mbuyanehanda Rural Health Centre,Mashonaland West,Chegutu,ZW040103,,263774161169.0,,263774161174.0,True,active,263774161174.0,,,active
Sister in Charge,Monera Rural Health Centre,Mashonaland West,Chegutu,ZW040104,,263771529977.0,,263774161197.0,True,active,263774161197.0,,,active
Sister in Charge,Msengezi Rural Health Centre,Mashonaland West,Chegutu,ZW040105,,263771496141.0,,263774161201.0,True,active,263774161201.0,,,active
Sister in Charge,Musinami Rural Health Centre,Mashonaland West,Chegutu,ZW040106,,263773472878.0,,263774161221.0,True,active,263774161221.0,,,active
Sister in Charge,Mhondoro Rural Hospital,Mashonaland West,Chegutu,ZW04010B,,263717771546.0,,263774161185.0,True,active,263774161185.0,,,active
Sister in Charge,Norton Hospital,Mashonaland West,Chegutu,ZW04010C,,263717007361.0,,263783280017.0,True,active,263783280017.0,,,active
Sister in Charge,Chikara Clinic,Mashonaland West,Chegutu,ZW040125,chegutuhospital@yahoo.com,263773894518.0,,263774161084.0,True,active,263774161084.0,,,active
Sister in Charge,Chivero Clinic,Mashonaland West,Chegutu,ZW040126,,263773170234.0,,263774161112.0,True,active,263774161112.0,,,active
Sister in Charge,Mhondoro North Clinic,Mashonaland West,Chegutu,ZW040127,,263774457310.0,,263774161178.0,True,active,263774161178.0,,,active
Sister in Charge,Mupawose Clinic,Mashonaland West,Chegutu,ZW040128,,263774850928.0,,263774161204.0,True,active,263774161204.0,,,active
Sister in Charge,Rwizi Clinic,Mashonaland West,Chegutu,ZW040129,,263772700520.0,,263774161231.0,True,active,263774161231.0,,,active
Sister in Charge,Watyoka Clinic,Mashonaland West,Chegutu,ZW040130,,263719320320.0,,263774161257.0,True,active,263774161257.0,,,active
Sister in Charge,TASUNUNGURWA,Mashonaland West,Chegutu,ZW040145,,263777240823.0,,263783283082.0,True,active,263783283082.0,,,active
Sister in Charge,Dombwe Clinic,Mashonaland West,Chegutu,ZW040146,,263774161112.0,,263774161114.0,True,active,263774161114.0,,,active
Sister in Charge,Katanga Utano Clinic,Mashonaland West,Chegutu,ZW040147,,263773257681.0,,263783283085.0,True,active,263783283085.0,,,active
Sister in Charge,Sandringham Clinic,Mashonaland West,Chegutu,ZW040148,,263772921480.0,,263774161234.0,True,active,263774161234.0,,,active
Sister in Charge,Selous Clinic,Mashonaland West,Chegutu,ZW040149,,263778627713.0,,263774161240.0,True,active,263774161240.0,,,active
Sister in charge,David Whitehead Clinic,Mashonaland West,Chegutu,ZW040151,,,,263783285179.0,,active,263783285179.0,,,active
Sister in Charge,Pfupajena Clinic,Mashonaland West,Chegutu,ZW040161,stpadrepoly16@gmail.com,263774063065.0,,263783285178.0,True,active,263783285178.0,,,active
Sister in Charge,Chinengundu Clinic,Mashonaland West,Chegutu,ZW040162,,263785459473.0,,263783285177.0,True,active,263783285177.0,,,active
Sister in charge,Evlington Mine Clinic,Mashonaland West,Chegutu,ZW040176,,,,263783285180.0,,active,263783285180.0,,,active
Sister in Charge,Lismore Clinic,Mashonaland West,Chegutu,ZW040177,katangautanoclinic@gmail.com,263775599416.0,,263774161144.0,True,active,263774161144.0,,,active
Sister in Charge,Homedale Clinic,Mashonaland West,Chegutu,ZW040178,,263774161128.0,,263774161136.0,True,active,263774161136.0,,,active
Sister in Charge,Mafuti Clinic,Mashonaland West,Chegutu,ZW040179,,263777592178.0,,263774161169.0,True,active,263774161169.0,,,active
Sister in Charge,Brunswick Clinic,Mashonaland West,Chegutu,ZW040180,,263716922737.0,,263774161075.0,True,active,263774161075.0,,,active
Sister in Charge,Batsiranai Nursing Home,Mashonaland West,Chegutu,ZW040185,batsiranayihealthcareservice@gmail.com,263773289942.0,,263783285176.0,True,active,263783285176.0,,,active
Sister in charge,Beersheba Mission Clinic,Mashonaland West,Chegutu,ZW040186,,,,263774161267.0,,active,263774161267.0,,,active
Sister in charge,mwPresbyterian Clinic,Mashonaland West,Chegutu,ZW040187,,,,263774161272.0,,active,263774161272.0,,,active
Sister in Charge,Chirundu Rural Health Centre,Mashonaland West,Hurungwe,ZW040201,,263774161495.0,,263774161495.0,True,active,263774161495.0,,,active
Sister in Charge,Chivende Rural Health Centre,Mashonaland West,Hurungwe,ZW040202,,263774161287.0,,263774161287.0,True,active,263774161287.0,,,active
Sister in Charge,Deve Clinic,Mashonaland West,Hurungwe,ZW040203,,263774161443.0,,263774161443.0,True,active,263774161443.0,,,active
Sister in Charge,Masanga Rural Health Centre,Mashonaland West,Hurungwe,ZW040205,,263774161288.0,,263774161288.0,True,active,263774161288.0,,,active
Sister in Charge,Zvipani Rural Health Centre,Mashonaland West,Hurungwe,ZW040206,,263771496021.0,,263774161291.0,True,active,263774161291.0,,,active
Sister in Charge,Zebra Downs Clinic,Mashonaland West,Hurungwe,ZW040207,,263774161291.0,,263774161448.0,True,active,263774161448.0,,,active
Sister in Charge,Chibara Clinic,Mashonaland West,Hurungwe,ZW040208,,263774161476.0,,263774161476.0,True,active,263774161476.0,,,active
Sister in charge,Karoi Prison Clinic,Mashonaland West,Hurungwe,ZW040209,,,,263774161489.0,,active,263774161489.0,,,active
Sister in Charge,CHIKONOHONO,Mashonaland West,Hurungwe,ZW04020A,,263779134711.0,,263783285181.0,True,active,263783285181.0,,,active
Sister in Charge,Hurungwe Rural Hospital,Mashonaland West,Hurungwe,ZW04020B,,263778897123.0,,263774161294.0,True,active,263774161294.0,,,active
Sister in Charge,Mwani Rural Hospital,Mashonaland West,Hurungwe,ZW04020C,,263774963881.0,,263774161305.0,True,active,263774161305.0,,,active
Sister in Charge,Chidamoyo Mission Hospital,Mashonaland West,Hurungwe,ZW04020D,,263775223321.0,,263774161309.0,True,active,263774161309.0,,,active
Sister in Charge,Chinhere Clinic,Mashonaland West,Hurungwe,ZW040225,,263714548350.0,,263774161310.0,True,active,263774161310.0,,,active
Sister in Charge,Chundu Clinic,Mashonaland West,Hurungwe,ZW040226,,263774161314.0,,263774161314.0,True,active,263774161314.0,,,active
Sister in Charge,Kazangarare Clinic,Mashonaland West,Hurungwe,ZW040227,,263786579836.0,,263774161319.0,True,active,263774161319.0,,,active
Sister in Charge,Nyamakate Clinic,Mashonaland West,Hurungwe,ZW040228,,263774161333.0,,263774161333.0,True,active,263774161333.0,,,active
Sister in Charge,Nyamhunga_Sengwe Clinic,Mashonaland West,Hurungwe,ZW040229,,263772408259.0,,263774161354.0,True,active,263774161354.0,,,active
Sister in Charge,Helwin Clinic,Mashonaland West,Hurungwe,ZW040245,,263774161355.0,,263774161355.0,True,active,263774161355.0,,,active
Sister in Charge,Hesketh Clinic,Mashonaland West,Hurungwe,ZW040246,,263774161362.0,,263774161362.0,True,active,263774161362.0,,,active
Sister in Charge,Mashongwe Clinic,Mashonaland West,Hurungwe,ZW040247,,263774161371.0,,263774161371.0,True,active,263774161371.0,,,active
Sister in Charge,Nyangoma Clinic,Mashonaland West,Hurungwe,ZW040248,,263773789169.0,,263774161372.0,True,active,263774161372.0,,,active
Sister in Charge,Tengwe Clinic,Mashonaland West,Hurungwe,ZW040249,,263717938409.0,,263774161381.0,True,active,263774161381.0,,,active
Sister in Charge,Lynx Clinic,Mashonaland West,Hurungwe,ZW040275,,263774161404.0,,263774161404.0,True,active,263774161404.0,,,active
Sister in Charge,Kapfunde Clinic,Mashonaland West,Hurungwe,ZW040291,,263714548358.0,,263774161409.0,True,active,263774161409.0,,,active
Sister in Charge,Kasimure Clinic,Mashonaland West,Hurungwe,ZW040294,,263786579840.0,,263774161414.0,True,active,263774161414.0,,,active
Sister in Charge,Karuru RDC Clinic,Mashonaland West,Hurungwe,ZW040295,,263771496004.0,,263774161415.0,True,active,263774161415.0,,,active
Sister in in Charge,Dete Clinic,Mashonaland West,Hurungwe,ZW040296,,263774161381.0,,,True,active,263774161417.0,,,active
Sister in Charge,Lanlory Clinic,Mashonaland West,Hurungwe,ZW040297,,263774011742.0,,263774161424.0,True,active,263774161424.0,,,active
Sister in charge,Hurungwe ZRP Camp Clinic,Mashonaland West,Hurungwe,ZW040298,,,,263783285173.0,,active,263783285173.0,,,active
Sister in Charge,Doro Clinic,Mashonaland West,Hurungwe,ZW040299,,263774161428.0,,263774161428.0,True,active,263774161428.0,,,active
Sister in Charge,Dondoshava Rural Health Centre,Mashonaland West,Mhondoro,ZW040302,,263773585313.0,,263777146486.0,True,active,263777146486.0,,,active
Sister in Charge,Donain Clinic,Mashonaland West,Mhondoro,ZW040303,,263773543663.0,,263783282871.0,True,active,263783282871.0,,,active
