FullName,Client Name,Client Province,Client District,ClientID,EmailAddress,MobilePhone,HomePhone,BusinessPhone,ConsentSMS,Status,Client Phone,Client EmailAddress,Client CCEmails,Client Status
Sister in charge C/O Rusape District Hospital,Chinyadza Clinic,Manicaland,Makoni,ZW010445,,,,+263774147809,,active,+263774147809,,,active
Sister in Charge,Chinyabako Clinic,Masvingo,Zaka,ZW080727,,263774150057.0,,+263774150057,True,active,+263774150057,,,active
Sister in charge C/O Rusape District Hospital,Chinhenga Rural Health Centre,Manicaland,Makoni,ZW010403,,,,+263774147807,,active,+263774147807,,,active
Sister in charge chiredzigeneralvl@gmail.com,Chingele Clinic,Masvingo,Chiredzi,ZW080292,,,,+263774149984,,active,+263774149984,,,active
Sister in charge,Chinamasa Clinic,Midlands Province,Gweru,ZWdummy07,,,,+263774148392,,active,+263774150470,,,active
Sister in charge,Chinamasa Clinic,Midlands Province,Gweru,ZWdummy07,,,,+263774150470,,active,+263774150470,,,active
Sister in charge gutumissionvl@gmail.com,Chimombe Rural Hospital,Masvingo,Gutu,ZW08040B,,,,+263774149714,,active,+263774149714,,,active
Sister in charge buheradistrictresults@gmail.com,Chimbudzi Clinic,Manicaland,Buhera,ZW010117,,,,+263774144527,,active,+263774144527,,,active
Sister in Charge,Chilonga Rural Health Centre,Masvingo,Chiredzi,ZW080202,,263773299997.0,,+263774149969,True,active,+263774149969,,,active
Sister in charge chirumhanzidistrictresults@gmail.com,Chilimanzi Rural Hospital,Midlands Province,Chirumhanzu,ZW07010B,,,,+263774150252,,active,+263774150252,,,active
Sister in charge,Chikwingwizha Mission Hospital,Midlands Province,Gweru,ZW07030C,,,,+263774150467,,active,+263774150467,,,active
Sister in charge c/omphlaboratory,Chikwariro Clinic,Manicaland,Mutare,ZW010591,"mphlaboratory@gmail,com",,,+263774148177,,active,+263774148177,,,active
Sister in charge beitbridgedistrictresults1@gmail.com,Chikwalakwala Rural Health Centre,Matabeleland South,Beitbridge,ZW060101,,,,+263774151435,,active,+263774151435,,,active
Sister in charge chipingedistrictresults@gmail.com,Chikukwa Rural Health Centre,Manicaland,Chimanimani,ZW010204,,,,+263774144832,,active,+263774144832,,,active
Sister in charge silveiramissionvl@gmail.com,Chikuku Rural Hospital,Masvingo,Bikita,ZW08010B,,,,+263774149132,,active,+263774149132,,bikitadhe@gmail.com,active
Sister in charge C/O Rusape District Hospital,Chikore Clinic,Manicaland,Makoni,ZW010426,,,,+263774147795,,active,+263774147795,,,active
Sister in Charge,Chikombedzi Mission Hospital,Masvingo,Chiredzi,ZW08020B,chikombedzi@gmail.com,263775686928.0,,+263774149968,True,active,+263774149968,,,active
Sister in charge C/O Rusape District Hospital,Chikobvore Rural Health Centre,Manicaland,Makoni,ZW010402,,,,+263774147779,,active,+263774147779,,,active
Sister in charge shurugwidistrictresults,Chikato Rural Health Centre,Midlands Province,Shurugwi,ZW070601,,,,+263774150933,,active,+263774150933,,,active
Sister in Charge,Chigwikwi Rural Health Centre,Masvingo,Chivi,ZW080302,dhechivi@gmail.com,,,+263774150115,,active,+263774150115,,,active
Sister in Charge,Chifedza Clinic,Masvingo,Chivi,ZW080325,dhechivi@gmail.com,,,+263774150113,,active,+263774150113,,,active
Sister in Charge,Chifedza Clinic,Masvingo,Chivi,ZW080325,dhechivi@gmail.com,,,+263774150151,,active,+263774150113,,,active
Sister in Charge,Vuranda Clinic,Masvingo,Chivi,ZW080325,dhechivi@gmail.com,,,+263774150113,,active,+263774150151,,,active
Sister in Charge,Vuranda Clinic,Masvingo,Chivi,ZW080325,dhechivi@gmail.com,,,+263774150151,,active,+263774150151,,,active
c/o Laboratory St Alberts Mission Hospital,Chidikamwedzi Clinic,Mashonaland Central,Centenary,ZW020207,,,,+263774157422,,active,+263774157422,,,active
Sister in charge C/O Chipinge District Hospital,Chichichi Clinic,Manicaland,Chipinge,ZW010338,,,,+263774144884,,active,+263774144884,,,active
Sister in charge chiredzigeneralvl@gmail.com,Chibvedziva Clinic,Masvingo,Chiredzi,ZW080225,,,,+263774149963,,active,+263774149963,,,active
Sister in charge Gokwe South District Hospital,Cheziya Clinic,Midlands Province,Gokwe South,ZW070213,,,,+263774150397,,active,+263774150397,,,active
Sister in charge gutumissionvl@gmail.com,Cheshuro Clinic,Masvingo,Gutu,ZW080425,,,,+263774149705,,active,+263774149705,,,active
Sister in charge gutumissionvl@gmail.com,Chepiri Clinic,Masvingo,Gutu,ZW080436,,,,+263774149704,,active,+263774149704,,,active
Sister in charge chirumhanzidistrictresults@gmail.com,Chengwena Clinic,Midlands Province,Chirumhanzu,ZW070125,,,,+263774150251,,active,+263774150251,,,active
Sister in charge Gokwe South District Hospital,Chemahororo Clinic,Midlands Province,Gokwe South,ZW070225,,,,+263774150395,,active,+263774150395,,,active
Sister in charge chipingedistrictresults@gmail.com,Chayamiti Rural Health Centre,Manicaland,Chimanimani,ZW010203,,,,+263774144827,,active,+263774144827,,,active
Sister in charge,Chavhanga Clinic,Manicaland,Mutasa,ZW010601,,,,+263783279401,,active,+263783279401,,,active
Sister in charge,Chatindo Clinic,Manicaland,Nyanga,ZW010725,,,,+263774148939,,active,+263774148939,,,active
Sister in Charge,Chatikobo Clinic,Masvingo,Masvingo,ZW080526,,263773461567.0,,+263774149551,True,active,+263774149551,,masvingodhe@gmail.com,active
Sister in charge beitbridgedistrictresults1@gmail.com,Chaswingo Clinic,Matabeleland South,Beitbridge,ZW060125,,,,+263774151433,,active,+263774151433,,,active
Sister in Charge,Charumbira Clinic,Masvingo,Masvingo,ZW080525,,263783189880.0,,+263774149534,True,active,+263774149534,,masvingodhe@gmail.com,active
Sister in charge chipingedistrictresults@gmail.com,Charter Estate Clinic,Manicaland,Chimanimani,ZW010261,,,,+263783279364,,active,+263783279364,,,active
Sister in charge buheradistrictresults@gmail.com,Chapwanya Clinic,Manicaland,Buhera,ZW010128,,,,+263774144514,,active,+263774144514,,,active
Sister in charge buheradistrictresults@gmail.com,Chapanduka Clinic,Manicaland,Buhera,ZW010127,,,,+263774144510,,active,+263774144510,,,active
Sister in charge chipingedistrictresults@gmail.com,Changazi Rural Health Centre,Manicaland,Chimanimani,ZW010202,,,,+263774144825,,active,+263774144825,,,active
Sister in charge beitbridgedistrictresults1@gmail.com,Chamnangana Clinic,Matabeleland South,Beitbridge,ZW060177,,,,+263774151593,,active,+263774151593,,,active
Sister in charge chipingedistrictresults@gmail.com,Chakohwa Clinic,Manicaland,Chimanimani,ZW010226,,,,+263774144823,,active,+263774144823,,,active
c/o Laboratory St Alberts Mission Hospital,Chadereka Rural Health Centre,Mashonaland Central,Centenary,ZW020285,,,,+263774152185,,active,+263774152185,,,active
Sister in charge c/o mberengwa district hospital,Chabwira Clinic,Midlands Province,Mberengwa,ZW070526,,,,+263774150689,,active,+263774150689,,,active
Sister in charge chirumhanzidistrictresults@gmail.com,Central Estates Clinic,Midlands Province,Chirumhanzu,ZW070186,,,,+263774150250,,active,+263774150250,,,active
Sister in charge c/o Bulawayo,Pelandava,Bulawayo,,ZW090A11,,,,+263771120252,,active,+263771120252,,,active
Sister in charge c/omphlaboratory,Bwizi Rural Health Centre,Manicaland,Mutare,ZW010501,"mphlaboratory@gmail,com",,,+263774148172,,active,+263774148172,,,active
Sister in Charge,Bvukururu Clinic,Masvingo,Zaka,ZW080726,,263774150055.0,,+263774150055,True,active,+263774150055,,,active
Sister in charge C/O Gwanda Provincial,Buvuma Clinic,Matabeleland South,Gwanda,ZW060325,,,,+263774151790,,active,+263774151790,,,active
Sister in charge c/omphlaboratory,Burma Valley Clinic,Manicaland,Mutare,ZW010545,"mphlaboratory@gmail,com",,,+263774148168,,active,+263774148168,,,active
Sister in charge chipingedistrictresults@gmail.com,Bumba Rural Health Centre,Manicaland,Chimanimani,ZW010201,,,,+263774144822,,active,+263774144822,,,active
Sister in charge C/o nyamandlovu hospital,Bulawayo ZPS Clinic,Matabeleland North,Umguza,ZWdummy04,,,,+263783283044,,active,+263783283044,,,active
Sister in charge c/o mberengwa district hospital,Buchwa Camp Clinic,Midlands Province,Mberengwa,ZW070579,,,,+263774150671,,active,+263774150671,,,active
Sister in charge,Breaside FHS Clinic,Harare,Harare Central South Eastern,ZW000A08,,,,+263783285061,,active,+263783285061,,,active
Sister in charge C/o nyamandlovu hospital,Brady ZNA Clinic,Matabeleland North,Umguza,ZW050710,,,,+263783283046,,active,+263783283046,,,active
Sister in charge,Boterere Clinic,Masvingo,Mwenezi,ZW080631,,,,+263774150170,,active,+263774150170,,,active
Sister in charge ndanga,Bota Clinic,Masvingo,Zaka,ZW080725,ndangavl@gmail.com,,,+263774150054,,active,+263774150054,,,active
Sister in charge,Borrowdale PC Clinic,Harare,Northern,ZWdummy03,,,,+263783282891,,active,+263783282891,,,active
Sister in Charge,Bondolfi Clinic,Masvingo,Masvingo,ZW080591,,263776439626.0,,+263774149531,True,active,+263774149531,,masvingodhe@gmail.com,active
Sister in charge c/o mberengwa district hospital,Bonda Clinic,Midlands Province,Mberengwa,ZW070525,,,,+263774150668,,active,+263774150668,,,active
Sister in charge chipingedistrictresults@gmail.com,Biriiri Rural Hospital,Manicaland,Chimanimani,ZW01020A,,,,+263783279362,,active,+263783279362,,,active
c/o Laboratory Bindura Provincial Hospital,Bindura ZPS Clinic,Mashonaland Central,Bindura,ZW020103,,,,+263783282917,,active,+263783282917,,,active
Sister in Charge,Bikita Rural Hospital,Masvingo,Bikita,ZW08010A,bikitadhe@gmail.com,,,+263774149114,True,active,+263774149114,,bikitadhe@gmail.com,active
Sister in charge silveiramissionvl@gmail.com,Bikita Minerals Clinic,Masvingo,Bikita,ZW080176,,,,+263774149104,,active,+263774149104,,bikitadhe@gmail.com,active
Sister in charge,Bhubhudhe Clinic,Matabeleland North,Tsholotsho,ZW050625,,,,+263774151330,,active,+263774151330,,,active
Sister in charge bulilimadistrictresults@gmail.com,Bezu Clinic,Matabeleland South,Bulilima,ZW060234,,,,+263783283059,,active,+263783283059,,,active
Sister in charge c/o bezely bridge clinic,Bezely Bridge Clinic,Manicaland,Mutare,ZW010526,,,,+263774148155,,active,+263774148155,,,active
Sister in Charge,Bevking Clinic,Mashonaland West,Zvimba,ZWdummy02,,263774334138.0,,+263783282944,True,active,+263783282944,,,active
Sister in charge c/o maphisa district hospital,Beula-seula Rural Health Centre,Matabeleland South,Matobo,ZW060504,,,,+263774152054,,active,+263774152054,,,active
Sister in charge buheradistrictresults@gmail.com,Berenyazvizvi Clinic,Manicaland,Buhera,ZW010101,,,,+263774144480,,active,+263774144480,,,active
Sister in Charge,Berejena Mission Hospital,Masvingo,Chivi,ZW08030C,dhechivi@gmail.com,,,+263774150112,,active,+263774150112,,,active
Sister in Charge,Bere Clinic,Masvingo,Masvingo,ZW080530,,263772251865.0,,+263774149530,True,active,+263774149530,,masvingodhe@gmail.com,active
Sister in charge,Bemba Clinic,Matabeleland North,Tsholotsho,ZW050699,,,,+263783283034,,active,+263783283034,,,active
Sister in charge c/o BRIDH,Belvedere Clinic,Harare,North Western,ZW000A05,,,,+263783282894,,active,+263783282894,,,active
Sister in charge beitbridgedistrictresults1@gmail.com,BeitBridge ZPS Clinic,Matabeleland South,Beitbridge,ZW060105,,,,+263783285148,,active,+263783285148,,,active
Sister in charge beitbridgedistrictresults1@gmail.com,BeitBridge NRZ Clinic,Matabeleland South,Beitbridge,ZW060181,,,,+263783285147,,active,+263783285147,,,active
Sister in Charge,Beitbridge District Hospital,Matabeleland South,Beitbridge,ZW06010A,beitbridgelaboratry@gmail.com,263782347735.0,,+263771120249,True,active,+263771120249,,"chindoreadam@gmail.com, muspeg1@gmail.com",active
Covid -19 Contact,Beitbridge District Hospital,Matabeleland South,Beitbridge,ZW06010A,chindoreadam@gmail.com,,,,,active,+263771120249,,"chindoreadam@gmail.com, muspeg1@gmail.com",active
Sister in charge c/o maphisa district hospital,Bazha Clinic,Matabeleland South,Matobo,ZW060592,,,,+263774152055,,active,+263774152055,,,active
Sister in charge buheradistrictresults@gmail.com,Bangure Clinic,Manicaland,Buhera,ZW010125,,,,+263776148529,,active,+263776148529,,,active
Sister in charge bulilimadistrictresults,Bango Rural Health Centre,Matabeleland South,Mangwe,ZW060709,,,,+263774151942,,active,+263774151942,,,active
Sister in charge shurugwidistrictresults,Banga Clinic,Midlands Province,Shurugwi,ZW070625,,,,+263774150928,,active,+263774150928,,,active
Sister in charge C/O Rusape District Hospital,Bamba Rural Health Centre,Manicaland,Makoni,ZW010401,,,,+263774147756,,active,+263774147756,,,active
Sister in charge c/omphlaboratory,Bakorenhema Clinic,Manicaland,Mutare,ZW010525,"mphlaboratory@gmail,com",,,+263783279371,,active,+263783279371,,,active
Sister in charge c/o Filabusi Dist. hospital,Avoca Rural Hospital,Matabeleland South,Insiza,ZW06040C,,,,+263774151826,,active,+263774151826,,,active
Sister in charge,Avilla Mission Hospital,Manicaland,Nyanga,ZW01070B,,,,+263774148938,,active,+263774148938,,,active
Sister in charge C/O Rusape District Hospital,Arnoldine Mission Clinic,Manicaland,Makoni,ZW010492,,,,+263774147742,,active,+263774147742,,,active
Sister in charge c/omphlaboratory,ARDA Transau Clinic,Manicaland,Mutare,ZW010524,"mphlaboratory@gmail,com",,,+263783279375,,active,+263783279375,,,active
Sister in charge C/O Chipinge District Hospital,ARDA Middle Sabi,Manicaland,Chipinge,ZW010365,,,,+263783282844,,active,+263783282844,,,active
Sister in charge kwekwedistrict,Amaveni Clinic,Midlands Province,Kwekwe,ZW070461,,,,+263783283016,,active,+263783283016,,,active
Sister in Charge,Alvord Rural Health Centre,Masvingo,Masvingo,ZW080501,,263712166846.0,,+263774149525,True,active,+263774149525,,masvingodhe@gmail.com,active
Sister in charge c/o Kwekwe Hosp,Al Davies Clinic,Midlands Province,Kwekwe,ZW070486,,,,+263783283017,,active,+263783283017,,,active
Sister in charge Gokwe North,Zumba,Midlands Province,Gokwe North,ZWdummy85,,,,+263774150379,,active,+263774150379,,,active
Sister in charge,ZRP Chitungwiza Camp Clinic,Harare,Chitungwiza Urban,ZWdummy84,,,,+263783285064,,active,+263783285064,,,active
Sister in charge karibadistrictsresults,ZPCS Kariba Satelite Prison Cliic,Mashonaland West,Kariba,ZWdummy83,karibadistrictsresults@gmail.com,,,+263783285071,,active,+263783285071,,,active
Sister in charge c/o Banket hospital,ZNA Para Regiment Hospital,Mashonaland West,Zvimba,ZWdummy82,,,,+263783285069,,active,+263783285069,,,active
Sister in charge kwekwedistrictresults,Zibagwe  Clinic,Midlands Province,Kwekwe,ZWdummy81,,,,+263783282983,,active,+263783282983,,,active
Sister in charge shurugwidistrictresults,Zhaugwe Rural Health Centre,Midlands Province,Shurugwi,ZWdummy80,,,,+263774150988,,active,+263774150988,,,active
Sister in charge Sister,Zengeza Clinic,Harare,Chitungwiza Urban,ZW000B04,chitungwizacitylaboratory@gmail.com,263783109723.0,,+263783279405,True,active,+263783279405,,,active
Sister in charge buheradistrictresults@gmail.com,Zangama Rural Health Centre,Manicaland,Buhera,ZW010106,,,,+263774144814,,active,+263774144814,,,active
Sister in charge C/O Chipinge District Hospital,Zamuchia Clinic,Manicaland,Chipinge,ZW010337,,,,+263774147739,,active,+263774147739,,,active
Sister in charge C/O Chipinge District Hospital,Zona Clinic,Manicaland,Chipinge,ZW010372,,,,+263783282849,,active,+263783282849,,,active
Sister in charge C/O Rusape District Hospital,Rusape ZPCS Clinic,Manicaland,Makoni,ZW010474,,,,+263783279396,,active,+263783279396,,,active
Sister in charge,Zvipiripiri Rural Health Centre,Manicaland,Mutare,ZW010513,,,,+263774148366,,active,+263774148366,,,active
Sister in charge,Zimunya Clinic,Manicaland,Mutare,ZW010539,,,,+263774148351,,active,+263774148351,,,active
Sister in charge,Zumbare Clinic,Manicaland,Mutare,ZW010540,,,,+263783279388,,active,+263783279388,,,active
Sister in charge,Zindi Rural Health Centre,Manicaland,Mutasa,ZW010635,,,,+263783279397,,active,+263783279397,,,active
Sister in charge,Zongoro Clinic,Manicaland,Mutasa,ZW010643,,,,+263774148930,,active,+263774148930,,,active
Sister in Charge Rusununguko Clinicmakumbedistrictresults@gmail.com,Rusununguko Clinic,Mashonaland Central,Bindura,ZW020161,,,,,,active,+263778126767,,,active
Sister in Charge,Tasunungurwa,Mashonaland West,Chegutu,zw040141,,263718613410.0,,,True,active,,,,active
IN  CHARGE sister  in charge,MASVINGO ZRP CAMP CLINIC,Masvingo,Masvingo,ZW08,,,,,,active,,,,active
Sister in Charge,ST PADRE CLINIC,Mashonaland West,Chegutu,ZW040188,nortonhelpdesk@gmai.com,263778508679.0,,,True,active,,,,active
Sister In Charge,Aids Health Care Foundation,Harare,Harare,Nmrl240718,,,,+263774105449,,active,+263774105449,,,active
sister in charge sister in  charge,Aids Health Care Foundation,Harare,Harare,Nmrl240718,,,,,,active,+263774105449,,,active
Sister in charge buheradistrictresults@gmail.com,Muzokomba Clinic,Manicaland,Buhera,ZW010136,,,,+263783620796,,active,+263783620796,,,active
Sister in charge C/O Rusape District Hospital,Chiduku Clinic,Manicaland,Makoni,ZW010425,,,,+263774147768,,active,+263774147768,,,active
Sister in Charge,St Peter's Mission Hospital,Manicaland,Chipinge,ZW01030D,stpeterslab1974@gmail.com,,,+263783282851,True,active,+263783282851,,,active
Sister in Charge,HERBERT CHITEPO,Mashonaland West,Zvimba,ZW040694,,263777810016.0,,,True,active,,,,active
Sister In charge,Burure Clinic,Midlands,Gokwe north,zw070284,,,,,,active,,,,active
SISTER IN CHARGE,NETA CLINIC,Midlands,Mberengwa,ZW07060D,,,,,,active,,,,active
Sister In charge,TOKWE IV RURAL HEALTH CENTRE,Midlands,Chirumhanzu,DUMMY,,,,,,active,,,,active
sister incharge c/o chegutu district hospital,Fanham Clinic,Mashonaland West,Chegutu,nmrl00000001,,,,,,active,,,,active
ZIPAM ZIPAM,ZIPAM,Mashonaland West,Zvimba,NMRL08052020,,,,,,active,,dandadziterence@gmail.com,tanatsiwanavesere@gmail.com,active
Sister in charge c/o mberengwa district hospital,Mponjani Clinic,Midlands Province,Mberengwa,ZW070538,,,,+263774150825,,active,+263774150825,,,active
Sister in charge Gokwe North,Tsungai Rural Health Centre,Midlands Province,Gokwe North,ZW070210,,,,+263774150345,,active,+263774150345,,,active
Sister in charge c/o BRIDH,Hopley Clinic,Harare,Southern,ZW000A53,,,,+263783282911,,active,+263783282911,,,active
Sister in charge Gokwe North,Madzivazvido Rural Health Centre,Midlands Province,Gokwe North,ZW070203,,,,+263774150328,,active,+263774150328,,,active
Sister in charge Guruve District hospital,Brandon Clinic,Mashonaland Central,Guruve,ZW020348,,,,+263774157452,,active,+263774157452,,,active
Sister in charge c/o concession district hospital,Davaar Clinic,Mashonaland Central,Mazowe,ZW020410,,,,+263777146086,,active,+263777146086,,,active
Sister in charge c/o mahusekwa hospital,Border Church Rural Health Centre,Mashonaland East,Marondera,ZW030501,,,,+263774160851,,active,+263774160851,,,active
c/o Laboratory Chitsungo Mission Hospital,Gonono Clinic,Mashonaland Central,Mbire,ZW020831,taperagwatu@gmail.com,,,+263777146884,,active,+263777146884,,,active
Sister in charge makondedistrictresults,Umboe RDC Clinic,Mashonaland West,Makonde,ZW040548,,,,+263777146482,,active,+263777146482,,,active
Sister in Charge c/o Banket hospital,Mt Hampden Clinic,Mashonaland West,Zvimba,mth001,,,,,,active,,,,active
Sister in charge c/o mtora mission hospital,Chireya Mission Hospital,Midlands Province,Gokwe North,ZW07020B,,,,+263774150392,,active,+263774150392,,,active
Sister in Charge,Sakubva District Hospital,Manicaland,Mutare,ZW01050C,s.d.h.laboratory2020@gmail.com,,,+263783279376,True,active,+263783279376,,,active
Sister in Charge,Chegutu District Hospital,Mashonaland West,Chegutu,ZW04010A,,263772317074.0,,,True,active,,,chegutulab@gmail.com,active
Sister in charge hwedzadistrictresults,Chigondo Clinic,Mashonaland East,Hwedza,ZW030425,,,,+263774159927,,active,+263774159927,,,active
Sister in charge,Makosa Rural Hospital,Mashonaland East,Mutoko,ZW03080C,,,,+263774160491,,active,+263774160491,,,active
Sister in charge c/o mutawatawadistrictresults,Mashambanhaka Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030332,,,,+263774160709,,active,+263774160709,,,active
Sister in charge C/O Guruve District hospital,Birkdale Clinic,Mashonaland Central,Guruve,ZW020344,,,,+263774157673,,active,+263774157673,,,active
Sister in charge makumbedistrictresults@gmail.com,Arcturus Mine Clinic,Mashonaland East,Goromonzi,ZW030275,,,,+263774159856,,active,+263774159856,,,active
Sister in charge beitbridgedistrictresults1@gmail.com,BeitBridge ZRP Camp Clinic,Matabeleland South,Beitbridge,ZW060108,,,,+263783285146,,active,+263783285146,,,active
Sister in charge c/o maphisa district hospital,Natisa Rural Health Centre,Matabeleland South,Matobo,ZW060501,,,,+263774152060,,active,+263774152060,,,active
Sister in Charge,Chivi Rural Hospital,Masvingo,Chivi,ZW08030B,dhechivi@gmail.com,,,+263774150123,,active,+263774150123,,,active
Sister in charge,Epworth Poly Clinic,Mashonaland East,Seke,ZW030926,,,,+263771120245,,active,+263771120245,,,active
Sister  in charge,Musume Mission Hospital,Midlands,Mberengwa,ZW07050E,musumelab@gmail.com,,,+263774150866,,active,+263774150866,musumelab@gmail.com,musumelab@gmail.com,active
CHIEF LAB  SCIENTIST,MANYAME AIRBASE,,,NMRL01052020,nyudza1969@gmail.com,,,,,active,,,"nyudza1969@gmail.com, rmubata@yahoo.com, mombeyararajones@gmail.com",active
DOC DOC,ZRP MEDICAL HEADQUARTERS ,Harare,Harare,NMRL080520,zanelv@hotmail.com,,,,,active,,,zanelv@hotmail.com,active
Sister In Charge SIC,Mushawemhuka Clinic,,,NMRL020,,,,,,active,,,,active
Sister in charge,Dombo Rural Health Centre,Manicaland,Nyanga,ZW010702,,,,+263774148946,,active,+263774148946,,,active
Sister in charge chipingedistrictresults@gmail.com,Shinja Clinic,Manicaland,Chimanimani,ZW010232,,,,+263774144878,,active,+263774144878,,,active
Sister in Charge,Ayshire RDC Clinic,Mashonaland West,Zvimba,ZW040642,,263775369696.0,,+263777146673,True,active,+263777146673,,,active
Sister in Charge,Sutton RDC Clinic,Mashonaland West,Zvimba,ZW040677,,263774390720.0,,+263778126795,True,active,+263778126795,,,active
Sister in Charge,Harava Rural Health Centre,Masvingo,Zaka,ZW080702,,263774150066.0,,+263774150066,True,active,+263774150066,,,active
